Set_Number	Individual_ID	OneWayAcc	TwoWayAcc	ThreeWayAcc	FourWayAcc	FiveWayAcc	Best
1248	54	0.502	0.509333	0.515667	0.536667	0.683	0
1248	55	0.502	0.507333	0.516667	0.545333	0.689333	0
1248	56	0.502	0.507333	0.517	0.543333	0.687667	0
1248	57	0.501667	0.507667	0.516667	0.544333	0.689333	0
1248	58	0.502667	0.507	0.517333	0.544333	0.688333	0
1248	59	0.502667	0.507333	0.516667	0.542667	0.689333	0
1248	60	0.502667	0.508	0.517333	0.544	0.691333	0
1248	61	0.503333	0.508333	0.52	0.544667	0.692333	0
1248	62	0.504	0.508	0.519667	0.544667	0.692	0
1248	63	0.504	0.507667	0.517667	0.546333	0.692	0
1248	64	0.502	0.506333	0.513667	0.538333	0.660667	0
1248	65	0.501333	0.506333	0.514333	0.537667	0.658667	0
1248	66	0.502	0.505667	0.513333	0.539333	0.663667	0
1248	67	0.501333	0.505667	0.513667	0.540333	0.663333	0
1248	68	0.501333	0.505667	0.514333	0.54	0.662667	0
1248	69	0.502	0.506333	0.515	0.539667	0.665667	0
1248	70	0.502	0.506333	0.514333	0.541	0.667333	0
1248	71	0.501667	0.506333	0.514667	0.539667	0.664333	0
1248	72	0.501667	0.505667	0.515667	0.539333	0.663	0
1248	73	0.503	0.505	0.515667	0.539333	0.662667	0
1248	74	0.501667	0.507667	0.515667	0.534667	0.656333	0
1248	75	0.501333	0.508	0.516333	0.535	0.66	0
1248	76	0.501333	0.508	0.517	0.535667	0.660667	0
1248	77	0.501333	0.507333	0.517	0.534667	0.66	0
1248	78	0.502333	0.508	0.515	0.535	0.660667	0
1248	79	0.502667	0.507667	0.514333	0.534	0.66	0
1248	80	0.501667	0.508333	0.514333	0.533667	0.658667	0
1248	81	0.502	0.508333	0.514667	0.534667	0.659333	0
1248	82	0.502	0.507333	0.514333	0.535333	0.658	0
1248	83	0.502333	0.507	0.514333	0.534667	0.659	0
1248	84	0.502667	0.507333	0.514667	0.534	0.658333	0
1248	85	0.502667	0.507	0.515333	0.534667	0.659333	0
1248	86	0.502667	0.506667	0.518	0.541333	0.687333	0
1248	87	0.502667	0.507	0.517	0.542	0.687333	0
1248	88	0.502667	0.506333	0.519	0.542667	0.687667	0
1248	89	0.503	0.506333	0.518333	0.541667	0.687667	0
1248	90	0.503333	0.506667	0.518	0.543	0.688333	0
1248	91	0.503333	0.506333	0.517333	0.542667	0.684333	0
1248	92	0.503	0.508	0.518	0.542	0.689667	0
1248	93	0.502	0.506667	0.518	0.541333	0.686667	0
1248	94	0.502	0.506667	0.517667	0.542	0.686333	0
1248	95	0.502	0.506667	0.52	0.543	0.687333	0
1248	96	0.502333	0.506667	0.517333	0.543667	0.686333	0
1248	97	0.501667	0.506	0.517333	0.543667	0.685667	0
1248	98	0.503	0.508667	0.519333	0.545	0.692333	0
1248	99	0.502667	0.508	0.519333	0.540667	0.689	0
1248	100	0.502333	0.507333	0.520333	0.540667	0.688333	0
1249	1	0.502667	0.507	0.521333	0.545667	0.698333	0
1249	2	0.502333	0.508333	0.520667	0.546333	0.701333	0
1249	3	0.502	0.508667	0.521	0.546333	0.702	0
1249	4	0.502333	0.508	0.519667	0.547	0.702	0
1249	5	0.502	0.508667	0.52	0.547667	0.703333	0
1249	6	0.501333	0.506667	0.518333	0.541	0.686667	0
1249	7	0.502333	0.506	0.515	0.538667	0.682667	0
1249	8	0.502333	0.506333	0.516	0.538667	0.683667	0
1249	9	0.501667	0.506	0.516	0.538333	0.681333	0
1249	10	0.503333	0.505667	0.516	0.539	0.685333	0
1249	11	0.503	0.506	0.516333	0.538333	0.683667	0
1249	12	0.502333	0.507333	0.517667	0.539333	0.686	0
1249	13	0.503333	0.507	0.517	0.54	0.686333	0
1249	14	0.502	0.506	0.515333	0.538	0.682667	0
1249	15	0.502	0.505333	0.515667	0.538	0.682667	0
1249	16	0.503	0.506667	0.514667	0.537333	0.677333	0
1249	17	0.501667	0.506	0.515	0.538667	0.680667	0
1249	18	0.502333	0.505667	0.515333	0.541667	0.684	0
1249	19	0.502667	0.506	0.515333	0.541667	0.684667	0
1249	20	0.502667	0.505333	0.515333	0.542	0.683667	0
1249	21	0.502	0.506667	0.514667	0.54	0.678	0
1249	22	0.502333	0.506	0.514333	0.540333	0.680333	0
1249	23	0.503	0.506333	0.514667	0.540667	0.681	0
1249	24	0.503333	0.505	0.515	0.538333	0.681	0
1249	25	0.503	0.505333	0.515333	0.537667	0.679667	0
1249	26	0.505	0.506667	0.515667	0.539	0.683667	0
1249	27	0.503	0.506667	0.514333	0.538333	0.679333	0
1249	28	0.502667	0.505667	0.514333	0.539333	0.679333	0
1249	29	0.502	0.506333	0.517	0.539667	0.685667	0
1249	30	0.502	0.506	0.518333	0.54	0.685	0
1249	31	0.502333	0.505333	0.516333	0.539667	0.684333	0
1249	32	0.502333	0.504667	0.516	0.540667	0.682333	0
1249	33	0.501667	0.505	0.517	0.539667	0.682667	0
1249	34	0.501333	0.505667	0.517	0.541	0.682667	0
1249	35	0.501667	0.506667	0.515	0.538333	0.676333	0
1249	36	0.501333	0.506	0.515667	0.538333	0.674333	0
1249	37	0.501333	0.506667	0.515	0.537667	0.674	0
1249	38	0.501667	0.506333	0.516	0.538	0.675	0
1249	39	0.501333	0.507667	0.518333	0.536333	0.673667	0
1249	40	0.502333	0.508333	0.516667	0.535333	0.673333	0
1249	41	0.501333	0.507	0.516	0.534	0.67	0
1249	42	0.501333	0.507333	0.516333	0.534333	0.670333	0
1249	43	0.501667	0.506667	0.516667	0.536	0.671667	0
1249	44	0.501667	0.506	0.516333	0.535333	0.670667	0
1249	45	0.501667	0.506667	0.516667	0.534667	0.670667	0
1249	46	0.502	0.506667	0.516	0.535333	0.670667	0
1249	47	0.501667	0.506333	0.515333	0.534667	0.669667	0
1249	48	0.501	0.506333	0.517	0.537	0.669	0
1249	49	0.501	0.507	0.517	0.535333	0.668	0
1249	50	0.502333	0.507667	0.517	0.538	0.685667	0
1249	51	0.502	0.508	0.516667	0.538667	0.684333	0
1249	52	0.502667	0.508333	0.518	0.539333	0.687333	0
1249	53	0.502	0.507667	0.517667	0.538667	0.684667	0
1249	54	0.502333	0.508	0.517333	0.539667	0.686333	0
1249	55	0.502333	0.507333	0.517	0.537667	0.685	0
1249	56	0.501667	0.506667	0.516667	0.538667	0.683667	0
1249	57	0.501	0.506667	0.517667	0.538333	0.684	0
1249	58	0.501667	0.506667	0.517667	0.541333	0.687	0
1249	59	0.501333	0.506667	0.517	0.540333	0.685333	0
1249	60	0.501333	0.506667	0.517667	0.542333	0.686	0
1249	61	0.501333	0.507	0.516333	0.541	0.686	0
1249	62	0.501333	0.505667	0.516333	0.542667	0.683667	0
1249	63	0.501667	0.506	0.516667	0.542	0.684333	0
1249	64	0.501667	0.506333	0.515667	0.539667	0.684	0
1249	65	0.501333	0.506333	0.516	0.539667	0.682	0
1249	66	0.501667	0.506333	0.516333	0.541333	0.685	0
1249	67	0.503	0.506333	0.516333	0.541333	0.686333	0
1249	68	0.501333	0.506333	0.516667	0.539667	0.684	0
1249	69	0.501333	0.506	0.516667	0.539333	0.683667	0
1249	70	0.501333	0.506	0.516333	0.541667	0.682333	0
1249	71	0.501667	0.506	0.516	0.539333	0.681667	0
1249	72	0.501333	0.505667	0.516667	0.539667	0.681	0
1249	73	0.501333	0.506	0.517	0.538	0.682333	0
1249	74	0.501333	0.506667	0.519	0.537333	0.68	0
1249	75	0.502	0.504667	0.516333	0.537	0.679	0
1249	76	0.501667	0.506333	0.518333	0.537	0.679667	0
1249	77	0.502	0.506333	0.516667	0.537667	0.683667	0
1249	78	0.502333	0.506333	0.515667	0.537333	0.683333	0
1249	79	0.501667	0.507333	0.517	0.536667	0.680333	0
1249	80	0.501667	0.507667	0.516	0.537333	0.679667	0
1249	81	0.501667	0.506333	0.516333	0.537	0.679333	0
1249	82	0.502333	0.506	0.517	0.538667	0.685667	0
1249	83	0.502333	0.507	0.517	0.537	0.681667	0
1249	84	0.501667	0.505	0.516	0.539667	0.68	0
1249	85	0.501667	0.505333	0.516667	0.538333	0.68	0
1249	86	0.500667	0.507333	0.517333	0.542	0.685	0
1249	87	0.501333	0.506333	0.519333	0.542	0.685333	0
1249	88	0.501	0.507333	0.520667	0.542	0.686333	0
1249	89	0.501	0.507333	0.521667	0.542333	0.69	0
1249	90	0.501	0.507333	0.522667	0.542	0.689333	0
1249	91	0.500667	0.506667	0.521	0.542667	0.689667	0
1249	92	0.500667	0.506667	0.522667	0.542667	0.690333	0
1249	93	0.501333	0.505667	0.522	0.542667	0.689	0
1249	94	0.501333	0.506	0.520667	0.542333	0.687	0
1249	95	0.502	0.506333	0.518333	0.542667	0.692333	0
1249	96	0.502667	0.506667	0.519	0.542333	0.691667	0
1249	97	0.502	0.506333	0.518	0.545333	0.693667	0
1249	98	0.501667	0.506	0.518	0.544333	0.693333	0
1249	99	0.502667	0.507667	0.519333	0.544667	0.695667	0
1249	100	0.501667	0.507333	0.52	0.543	0.695667	1
1250	1	0.502333	0.508667	0.518	0.545667	0.69	0
1250	2	0.502667	0.507333	0.518333	0.545667	0.689	0
1250	3	0.501667	0.508	0.518667	0.545	0.688667	0
1250	4	0.502	0.507667	0.517667	0.543667	0.686667	0
1250	5	0.502333	0.507667	0.517667	0.543	0.685333	0
1250	6	0.502	0.508333	0.519667	0.544333	0.690333	0
1250	7	0.503333	0.507333	0.519333	0.545667	0.690667	0
1250	8	0.502	0.507667	0.519333	0.545	0.691	0
1250	9	0.502	0.508333	0.52	0.545667	0.692	0
1250	10	0.502	0.508333	0.519	0.539333	0.682667	0
1250	11	0.502667	0.507667	0.519667	0.539	0.683333	0
1250	12	0.501667	0.509	0.519667	0.54	0.682	0
1250	13	0.502333	0.507	0.519667	0.540667	0.682667	0
1250	14	0.502333	0.507667	0.519	0.540667	0.685667	0
1250	15	0.502	0.509	0.519	0.540333	0.684333	0
1250	16	0.502667	0.508333	0.52	0.539667	0.683667	0
1250	17	0.502	0.507	0.518333	0.541333	0.684667	0
1250	18	0.502333	0.508	0.517667	0.543	0.686667	0
1250	19	0.502333	0.507	0.518333	0.542333	0.687333	0
1250	20	0.502667	0.508667	0.517667	0.542667	0.687333	0
1250	21	0.503	0.507333	0.517667	0.539667	0.680333	0
1250	22	0.502333	0.507667	0.517	0.540333	0.681	0
1250	23	0.504	0.507667	0.517333	0.54	0.683667	0
1250	24	0.503	0.508333	0.518	0.539667	0.688667	0
1250	25	0.503667	0.508	0.517333	0.540333	0.689333	0
1250	26	0.504333	0.508667	0.517667	0.539667	0.688667	0
1250	27	0.505667	0.507667	0.517667	0.542333	0.688333	0
1250	28	0.505333	0.508	0.517	0.541667	0.687	0
1250	29	0.505333	0.508	0.517	0.541	0.686	0
1250	30	0.503	0.508	0.521333	0.541667	0.689	0
1250	31	0.503333	0.508	0.519	0.540333	0.688667	0
1250	32	0.502667	0.507667	0.518667	0.541	0.688	0
1250	33	0.501	0.507667	0.519	0.545	0.681	0
1250	34	0.501333	0.507333	0.518333	0.542333	0.680667	0
1250	35	0.501333	0.506333	0.519667	0.541333	0.680667	0
1250	36	0.501333	0.506	0.521	0.542	0.681333	0
1250	37	0.501667	0.507	0.52	0.540667	0.681333	0
1250	38	0.501667	0.506333	0.520667	0.541667	0.681333	0
1250	39	0.501667	0.506667	0.518667	0.540667	0.679333	0
1250	40	0.502	0.507667	0.518667	0.541	0.681	0
1250	41	0.502333	0.507333	0.518667	0.539667	0.68	0
1250	42	0.501667	0.506333	0.519333	0.539667	0.681	0
1250	43	0.502	0.506667	0.518667	0.54	0.680333	0
1250	44	0.502667	0.506667	0.519	0.539667	0.679333	0
1250	45	0.501667	0.506	0.52	0.540333	0.680667	0
1250	46	0.502	0.506667	0.520667	0.540667	0.682667	0
1250	47	0.502	0.506333	0.518667	0.542333	0.686	0
1250	48	0.502	0.506333	0.517333	0.541333	0.683667	0
1250	49	0.502667	0.506667	0.517333	0.543667	0.684	0
1250	50	0.502333	0.506667	0.517667	0.541	0.683	0
1250	51	0.501667	0.506667	0.518	0.542667	0.683	0
1250	52	0.502	0.506667	0.519	0.544	0.686333	0
1250	53	0.502333	0.507	0.518	0.543667	0.687667	0
1250	54	0.502	0.507333	0.519333	0.543667	0.687	0
1250	55	0.501667	0.507	0.518667	0.543667	0.686667	0
1250	56	0.502333	0.506	0.518333	0.541667	0.685333	0
1250	57	0.502333	0.506333	0.518667	0.542333	0.686333	0
1250	58	0.502667	0.509	0.517667	0.54	0.686333	0
1250	59	0.502	0.509667	0.519	0.541333	0.687333	0
1250	60	0.501667	0.508667	0.519	0.541	0.685333	0
1250	61	0.501667	0.508667	0.519667	0.543	0.688	0
1250	62	0.501667	0.508333	0.519333	0.542333	0.687	0
1250	63	0.501667	0.508667	0.518667	0.541667	0.686667	0
1250	64	0.502333	0.508333	0.522333	0.54	0.685667	0
1250	65	0.501333	0.508	0.521333	0.541333	0.684333	0
1250	66	0.502	0.507	0.519667	0.541	0.685333	0
1250	67	0.503667	0.508667	0.518	0.548	0.691333	0
1250	68	0.503333	0.508	0.518333	0.547	0.691333	0
1250	69	0.501667	0.507333	0.52	0.546	0.689333	0
1250	70	0.502	0.508333	0.518667	0.547	0.691333	0
1250	71	0.502	0.508333	0.518667	0.546333	0.690667	0
1250	72	0.502667	0.508	0.52	0.545333	0.692	0
1250	73	0.502333	0.508333	0.519	0.545667	0.691333	0
1250	74	0.502667	0.507333	0.518	0.543333	0.687667	0
1250	75	0.503	0.507333	0.517667	0.544	0.685	0
1250	76	0.502	0.507333	0.518	0.546667	0.688	0
1250	77	0.501667	0.507	0.518	0.547333	0.688333	0
1250	78	0.502	0.509333	0.52	0.541667	0.691	0
1250	79	0.501667	0.509333	0.519333	0.543	0.691667	0
1250	80	0.502	0.508667	0.519	0.541667	0.690667	1
1250	81	0.501667	0.508667	0.52	0.543333	0.691	0
1250	82	0.502333	0.509	0.519333	0.542	0.691	0
1250	83	0.501333	0.51	0.519333	0.542	0.686333	0
1250	84	0.501333	0.510667	0.518667	0.542333	0.686333	0
1250	85	0.503667	0.509667	0.519333	0.545667	0.693	0
1250	86	0.503333	0.508333	0.519333	0.544	0.692667	0
1250	87	0.503333	0.509	0.519	0.543333	0.691	0
1250	88	0.503	0.508667	0.519333	0.544667	0.692333	0
1250	89	0.504	0.508	0.518333	0.543	0.690667	0
1250	90	0.502667	0.508333	0.518	0.544667	0.69	0
1250	91	0.502667	0.508	0.519667	0.543667	0.690333	0
1250	92	0.503	0.508333	0.520333	0.546333	0.693333	0
1250	93	0.503	0.509667	0.52	0.545667	0.692667	0
1250	94	0.503333	0.508333	0.52	0.546333	0.693333	0
1250	95	0.501333	0.508	0.522333	0.544	0.689	0
1250	96	0.501667	0.508333	0.518333	0.543667	0.688667	0
1250	97	0.502333	0.508667	0.518333	0.545333	0.690333	0
1250	98	0.502333	0.507667	0.519333	0.542667	0.688	0
1250	99	0.501333	0.509	0.523333	0.546333	0.689667	0
1250	100	0.502333	0.507333	0.519	0.541333	0.686	0
1251	1	0.503333	0.506333	0.520667	0.543333	0.694333	0
1251	2	0.502	0.508333	0.52	0.539667	0.690667	0
1251	3	0.502333	0.507333	0.518667	0.540667	0.692333	0
1251	4	0.502	0.507333	0.518333	0.54	0.690667	0
1251	5	0.501667	0.507	0.517667	0.540333	0.690333	1
1251	6	0.503333	0.507333	0.519	0.541667	0.693667	0
1251	7	0.503	0.506667	0.519667	0.541667	0.693	0
1251	8	0.503	0.508	0.519	0.540667	0.692667	0
1251	9	0.501333	0.508	0.517	0.538	0.675	0
1251	10	0.501667	0.507	0.517333	0.538667	0.674	0
1251	11	0.501333	0.506333	0.516667	0.539333	0.671333	0
1251	12	0.501	0.505667	0.517	0.538667	0.672	0
1251	13	0.501333	0.507	0.518667	0.538333	0.674667	0
1251	14	0.501333	0.507	0.517333	0.538667	0.673333	0
1251	15	0.501	0.506333	0.517	0.538667	0.672667	0
1251	16	0.501667	0.507	0.518333	0.539	0.675	0
1251	17	0.501667	0.506	0.515667	0.536667	0.668667	0
1251	18	0.501667	0.509	0.515667	0.537667	0.673	0
1251	19	0.502	0.507667	0.515667	0.536667	0.671667	0
1251	20	0.502	0.508	0.516333	0.536	0.672333	0
1251	21	0.502	0.508333	0.516667	0.538	0.675667	0
1251	22	0.501667	0.508333	0.516	0.537	0.674333	0
1251	23	0.502667	0.506333	0.515333	0.537667	0.671667	0
1251	24	0.502333	0.507333	0.515	0.537	0.671667	0
1251	25	0.501667	0.507333	0.516	0.537	0.671333	0
1251	26	0.502667	0.507	0.516333	0.537	0.674	0
1251	27	0.503	0.507	0.517	0.536667	0.673	0
1251	28	0.502	0.507	0.516667	0.537	0.674333	0
1251	29	0.502	0.505	0.517	0.540667	0.672	0
1251	30	0.503	0.505667	0.516667	0.540667	0.672333	0
1251	31	0.503667	0.506667	0.518	0.538333	0.676	0
1251	32	0.502667	0.506333	0.518	0.538667	0.674667	0
1251	33	0.502667	0.506333	0.517667	0.539	0.675333	0
1251	34	0.503333	0.506333	0.518333	0.537333	0.675667	0
1251	35	0.503	0.506667	0.518667	0.537333	0.674333	0
1251	36	0.501333	0.506	0.517333	0.541	0.673667	0
1251	37	0.503	0.505667	0.517667	0.540333	0.677333	0
1251	38	0.502	0.505333	0.517667	0.539333	0.676333	0
1251	39	0.502	0.505	0.518333	0.541333	0.675333	0
1251	40	0.502	0.505	0.519	0.541	0.675667	0
1251	41	0.503333	0.507667	0.517	0.538667	0.676667	0
1251	42	0.502667	0.507333	0.518	0.538333	0.676	0
1251	43	0.503333	0.506667	0.516667	0.538667	0.675667	0
1251	44	0.502333	0.508	0.518333	0.538667	0.676	0
1251	45	0.500667	0.509333	0.519667	0.542667	0.687667	0
1251	46	0.500667	0.51	0.518667	0.542333	0.688333	0
1251	47	0.503	0.508667	0.515333	0.539333	0.682333	0
1251	48	0.502	0.507667	0.515667	0.539667	0.683333	0
1251	49	0.503333	0.507667	0.515667	0.539667	0.685667	0
1251	50	0.503333	0.508667	0.514667	0.540333	0.686	0
1251	51	0.505	0.508	0.515	0.54	0.684333	0
1251	52	0.501667	0.506333	0.515667	0.539333	0.679333	0
1251	53	0.502333	0.507667	0.515333	0.541	0.681	0
1251	54	0.502	0.509333	0.516	0.544	0.688333	0
1251	55	0.501333	0.508	0.516333	0.544667	0.689	0
1251	56	0.501333	0.509	0.516333	0.544667	0.690667	0
1251	57	0.501333	0.509	0.516667	0.545	0.691	0
1251	58	0.501333	0.505667	0.517667	0.541667	0.678	0
1251	59	0.502	0.505333	0.516333	0.541667	0.678667	0
1251	60	0.501667	0.507333	0.515	0.545	0.679333	0
1251	61	0.501667	0.506	0.515667	0.543667	0.679667	0
1251	62	0.501333	0.505333	0.517333	0.543333	0.677667	0
1251	63	0.504	0.506667	0.516333	0.543667	0.688333	0
1251	64	0.503	0.506333	0.516	0.544	0.687667	0
1251	65	0.503333	0.507	0.516667	0.544333	0.688333	0
1251	66	0.502333	0.506333	0.515333	0.541333	0.680667	0
1251	67	0.502667	0.505667	0.515	0.543333	0.683333	0
1251	68	0.502667	0.506333	0.514333	0.540667	0.679667	0
1251	69	0.502	0.505	0.515333	0.542333	0.682333	0
1251	70	0.502333	0.505667	0.516	0.543	0.683333	0
1251	71	0.502333	0.505667	0.516333	0.542333	0.682667	0
1251	72	0.502667	0.506333	0.515	0.542333	0.684	0
1251	73	0.502333	0.506333	0.515667	0.541667	0.682667	0
1251	74	0.502	0.505667	0.517667	0.542333	0.685	0
1251	75	0.502	0.505333	0.517667	0.543333	0.682667	0
1251	76	0.502	0.507	0.515667	0.541333	0.679667	0
1251	77	0.500667	0.508333	0.517333	0.543667	0.682667	0
1251	78	0.500667	0.508	0.517667	0.544667	0.683	0
1251	79	0.500667	0.508	0.518	0.543	0.682333	0
1251	80	0.501667	0.506333	0.517667	0.540667	0.682	0
1251	81	0.501	0.505667	0.518667	0.541667	0.683333	0
1251	82	0.501667	0.505667	0.518333	0.542667	0.681333	0
1251	83	0.501333	0.505667	0.517333	0.542	0.681	0
1251	84	0.501667	0.506	0.517	0.540333	0.681333	0
1251	85	0.501333	0.507667	0.518333	0.544333	0.688	0
1251	86	0.501333	0.507667	0.518667	0.543667	0.687667	0
1251	87	0.501	0.507	0.518333	0.543333	0.685667	0
1251	88	0.502	0.506	0.516	0.540333	0.685333	0
1251	89	0.501667	0.505667	0.517333	0.543	0.686	0
1251	90	0.501667	0.507333	0.517333	0.542333	0.688	0
1251	91	0.501333	0.507667	0.516333	0.543	0.686667	0
1251	92	0.501667	0.507	0.517	0.541333	0.687333	0
1251	93	0.501333	0.506333	0.516667	0.541333	0.687	0
1251	94	0.501	0.507333	0.517667	0.541333	0.685	0
1251	95	0.502333	0.508	0.518	0.539333	0.681	0
1251	96	0.502667	0.508	0.516333	0.538333	0.68	0
1251	97	0.502	0.508667	0.518333	0.538	0.68	0
1251	98	0.501667	0.506333	0.519	0.543333	0.692333	0
1251	99	0.503	0.506	0.519333	0.544	0.693	0
1251	100	0.502667	0.506333	0.521	0.543333	0.693333	0
1252	1	0.503333	0.508	0.517333	0.546333	0.679	0
1252	2	0.503	0.507333	0.518333	0.545333	0.68	1
1252	3	0.504333	0.507667	0.520333	0.544333	0.677333	0
1252	4	0.503333	0.507	0.519333	0.545667	0.678	0
1252	5	0.503333	0.507	0.517	0.545667	0.675333	0
1252	6	0.502333	0.508	0.517	0.544	0.670667	0
1252	7	0.502	0.507667	0.517	0.543667	0.669333	0
1252	8	0.502	0.508	0.516333	0.543	0.667	0
1252	9	0.502333	0.507667	0.516	0.543	0.669333	0
1252	10	0.502333	0.507	0.517333	0.543667	0.669333	0
1252	11	0.502	0.506667	0.516667	0.542	0.666333	0
1252	12	0.501333	0.506333	0.516333	0.542667	0.666667	0
1252	13	0.501667	0.505667	0.516333	0.541667	0.664667	0
1252	14	0.501333	0.507	0.517333	0.542	0.664667	0
1252	15	0.501333	0.506667	0.517333	0.542	0.664333	0
1252	16	0.501333	0.507333	0.518333	0.541333	0.664333	0
1252	17	0.501667	0.506667	0.518667	0.541333	0.664	0
1252	18	0.501	0.506	0.516667	0.542333	0.666667	0
1252	19	0.501667	0.507	0.517333	0.543667	0.667667	0
1252	20	0.502	0.506	0.517667	0.542667	0.668333	0
1252	21	0.501333	0.505667	0.518	0.542333	0.666667	0
1252	22	0.501667	0.505667	0.517667	0.544333	0.668333	0
1252	23	0.501	0.505333	0.517667	0.544	0.667333	0
1252	24	0.501	0.505333	0.517333	0.543667	0.666333	0
1252	25	0.502333	0.506333	0.518667	0.543667	0.669	0
1252	26	0.501333	0.506333	0.518	0.544	0.669	0
1252	27	0.501333	0.506	0.517667	0.545	0.669333	0
1252	28	0.501333	0.507	0.518333	0.543333	0.668667	0
1252	29	0.501	0.507	0.517667	0.542667	0.667	0
1252	30	0.501667	0.507	0.516667	0.542	0.665	0
1252	31	0.501	0.506	0.516	0.543667	0.663333	0
1252	32	0.501	0.505667	0.516333	0.544667	0.665333	0
1252	33	0.501333	0.505667	0.517	0.541333	0.663667	0
1252	34	0.501333	0.506333	0.515667	0.542667	0.662	0
1252	35	0.502333	0.506333	0.516333	0.543	0.667333	0
1252	36	0.501667	0.506333	0.515667	0.542667	0.665	0
1252	37	0.501667	0.507667	0.517	0.542	0.666	0
1252	38	0.501333	0.505667	0.516333	0.542667	0.664333	0
1252	39	0.501	0.505	0.517667	0.544667	0.664667	0
1252	40	0.501333	0.505667	0.516333	0.544667	0.666	0
1252	41	0.501333	0.504667	0.516	0.544333	0.664667	0
1252	42	0.501	0.505667	0.516	0.544333	0.662333	0
1252	43	0.501	0.505667	0.516	0.542667	0.661333	0
1252	44	0.501333	0.505333	0.516333	0.542333	0.662	0
1252	45	0.501333	0.505667	0.516	0.542	0.662	0
1252	46	0.501333	0.505667	0.516667	0.541333	0.658	0
1252	47	0.502	0.505333	0.516667	0.542667	0.664	0
1252	48	0.502	0.505667	0.516	0.543	0.665667	0
1252	49	0.501667	0.506333	0.517	0.540667	0.66	0
1252	50	0.502	0.505667	0.516667	0.541333	0.661	0
1252	51	0.502333	0.506333	0.517	0.540333	0.659	0
1252	52	0.502	0.505667	0.517333	0.54	0.658	0
1252	53	0.502	0.505667	0.518	0.548	0.676667	0
1252	54	0.502	0.505667	0.517333	0.547	0.676	0
1252	55	0.501333	0.505333	0.518667	0.548333	0.673	0
1252	56	0.501	0.505667	0.518	0.547333	0.672	0
1252	57	0.501333	0.505	0.517333	0.549	0.673	0
1252	58	0.501	0.505333	0.518333	0.549333	0.674333	0
1252	59	0.502667	0.508	0.521	0.551667	0.684667	0
1252	60	0.502333	0.508333	0.522333	0.552667	0.686	0
1252	61	0.502333	0.508	0.521333	0.552333	0.684333	0
1252	62	0.501667	0.507667	0.521	0.551667	0.684	0
1252	63	0.502	0.508333	0.521333	0.552333	0.685667	0
1252	64	0.502	0.507	0.521333	0.553667	0.684333	0
1252	65	0.502333	0.507333	0.522	0.552333	0.684	0
1252	66	0.502333	0.508333	0.520333	0.553333	0.684	0
1252	67	0.502	0.509	0.520667	0.553667	0.684	0
1252	68	0.501333	0.507667	0.523333	0.555	0.682667	0
1252	69	0.501333	0.507333	0.522333	0.556	0.683667	0
1252	70	0.501	0.508	0.522	0.555333	0.684333	0
1252	71	0.501	0.507333	0.523	0.555333	0.685333	0
1252	72	0.502	0.507333	0.521	0.555	0.682333	0
1252	73	0.503	0.508	0.520667	0.550667	0.682333	0
1252	74	0.502667	0.507667	0.521	0.550667	0.683	0
1252	75	0.503	0.507667	0.519667	0.550667	0.682	0
1252	76	0.502333	0.508333	0.520333	0.550667	0.682333	0
1252	77	0.502667	0.507	0.519667	0.551667	0.682667	0
1252	78	0.503	0.507667	0.52	0.552	0.683667	0
1252	79	0.502	0.506333	0.518	0.547667	0.679667	0
1252	80	0.502667	0.507667	0.517667	0.548	0.68	0
1252	81	0.503333	0.506667	0.517333	0.547333	0.68	0
1252	82	0.501333	0.507667	0.518667	0.547333	0.681333	0
1252	83	0.501667	0.508	0.518	0.548	0.680667	0
1252	84	0.502	0.505667	0.518667	0.548	0.678333	0
1252	85	0.502667	0.506667	0.518333	0.548333	0.680333	0
1252	86	0.502333	0.506	0.518	0.548667	0.679667	0
1252	87	0.501667	0.506	0.517	0.549	0.677333	0
1252	88	0.501333	0.506333	0.517	0.549	0.677333	0
1252	89	0.501667	0.506	0.517333	0.55	0.677667	0
1252	90	0.502	0.506	0.517667	0.548333	0.677667	0
1252	91	0.502333	0.506333	0.517667	0.548667	0.678667	0
1252	92	0.502667	0.506667	0.518	0.547333	0.679	0
1252	93	0.502667	0.506333	0.517333	0.551	0.680667	0
1252	94	0.501667	0.506667	0.518	0.551333	0.681333	0
1252	95	0.502333	0.507333	0.518	0.549	0.68	0
1252	96	0.501667	0.507333	0.517333	0.549667	0.679333	0
1252	97	0.501667	0.509	0.519333	0.553667	0.682	0
1252	98	0.502333	0.506667	0.519333	0.554333	0.683667	0
1252	99	0.500667	0.506	0.519333	0.546333	0.673	0
1252	100	0.501	0.505667	0.518667	0.548667	0.672333	0
1253	1	0.503333	0.507	0.518333	0.543667	0.693333	0
1253	2	0.503	0.508	0.521	0.549	0.701667	0
1253	3	0.503	0.506667	0.52	0.55	0.697333	0
1253	4	0.502667	0.506333	0.519	0.545333	0.691	0
1253	5	0.503	0.507	0.518	0.545333	0.693	0
1253	6	0.503	0.506667	0.518333	0.546	0.693667	0
1253	7	0.502667	0.507	0.517667	0.546	0.692667	0
1253	8	0.503333	0.507333	0.517	0.545	0.692333	0
1253	9	0.503	0.507	0.517333	0.547	0.691333	0
1253	10	0.502667	0.507667	0.516	0.545	0.685667	0
1253	11	0.502	0.508667	0.518333	0.546	0.697667	0
